match_id,date,team_a,team_b,team_a_kills,team_b_kills,odds_home,odds_away,closing_odds_home,closing_odds_away,target,tA_winrate,tA_kills,tB_winrate,tB_kills,form_diff,kills_diff,days_since_patch,rank_diff,games_a_7d,games_b_7d,p_model,ev_home,ev_away,bet_side,bet_ev,bet_odds,closing_odds,raw_kelly,stake_fraction,return_factor,strategy_return,bankroll,clv_pct,p_market_home,edge_home_pct
M_8500,2027-11-17 16:00:00+00:00,Team_10,Team_14,68,74,1.5906646082166154,3.177344896574205,1.6361920722845413,3.0100441849972763,1,0.4726126284097951,86.8,0.6289829938434841,68.9,-0.15637036543368898,17.89999999999999,542.7051356340162,0.0,0,0,0.6053204979533314,-0.03713810727757749,0.2540329016104308,away,0.2540329016104308,3.177344896574205,3.0100441849972763,0.11667095185981861,0.011667095185981862,-1.0,-0.011667095185981862,9883.329048140182,5.558081586004349,0.628668039028766,-2.3347541075434575
M_8501,2027-11-17 20:00:00+00:00,Team_14,Team_3,69,87,2.2093883127454275,2.037563446174401,2.2431027664738035,2.0097061724814074,1,0.514622449508305,70.7,0.49094267296267347,73.2,0.02367977654563158,-2.5,542.8718023006828,0.0,0,0,0.48215083896584043,0.06525842859153053,0.055150521155284515,home,0.06525842859153053,2.2093883127454275,2.2431027664738035,0.05395986376235738,0.005395986376235739,1.2093883127454275,0.006525842859153054,9947.826100433647,-1.5030276023142553,0.4526139629829856,2.9536875982854816
M_8502,2027-11-18 00:00:00+00:00,Team_18,Team_15,70,68,1.6113511516937011,3.0979026987581366,1.635067733947026,3.013856795769216,0,0.2546084328976574,71.5,0.663308208545471,60.8,-0.4086997756478136,10.700000000000003,543.0384689673496,0.0,0,0,0.5341442763431623,-0.13930600514384683,0.44317570354844227,away,0.44317570354844227,3.0979026987581366,3.013856795769216,0.21124702485524338,0.021124702485524338,2.0979026987581366,0.044317570354844224,10388.68958351737,2.788649517352737,0.6205971919583723,-8.645291561520995
M_8503,2027-11-18 04:00:00+00:00,Team_10,Team_6,85,48,1.1407772476028046,14.969857457943235,1.177465822221183,10.625335505712554,1,0.5685012414261961,85.0,0.2714383850271473,55.4,0.2970628563990488,29.6,543.2051356340162,0.0,0,0,0.7488204434875099,-0.14576267552960698,2.7601221573413746,away,2.7601221573413746,14.969857457943235,10.625335505712554,0.1975769735411276,0.01975769735411276,-1.0,-0.01975769735411276,10183.43299882041,40.88832724288953,0.8765953231460132,-12.777487965850332
M_8504,2027-11-18 08:00:00+00:00,Team_8,Team_13,75,87,1.9505156376562254,2.3217408976188634,1.9845453212349413,2.275300076906101,1,0.6840957088618811,82.4,0.6087033504146787,73.6,0.07539235844720238,8.800000000000011,543.3718023006828,0.0,0,0,0.6128164992354999,0.19530816477258672,-0.10106023139181552,home,0.19530816477258672,1.9505156376562254,1.9845453212349413,0.20547601431805604,0.020547601431805604,0.9505156376562254,0.019530816477258673,10382.32375982883,-1.7147345144801207,0.5126849437626749,10.013155547282492
M_8505,2027-11-18 12:00:00+00:00,Team_19,Team_15,71,62,1.5500018744378221,3.3530524526852137,1.5739570387175486,3.246174943344805,1,0.41854923936003957,74.8,0.72452489790084,63.1,-0.3059756585408004,11.699999999999996,543.5384689673496,0.0,0,0,0.5451095216015703,-0.15507921974366146,0.5252716342970047,away,0.5252716342970047,3.3530524526852137,3.246174943344805,0.22322988750105624,0.022322988750105625,-1.0,-0.022322988750105625,10150.559263338217,3.292413724020804,0.6451605101204765,-10.005098851890615
M_8506,2027-11-18 16:00:00+00:00,Team_9,Team_16,76,61,1.3304135196810458,5.215117692803572,1.3597597692821926,4.8083348839325,1,0.49074754145374555,70.4,0.5110575517575813,59.0,-0.020310010303835724,11.400000000000006,543.7051356340162,0.0,0,0,0.6411499531317635,-0.14700543421063295,0.8714452284859313,away,0.8714452284859313,5.215117692803572,4.8083348839325,0.20674279865868062,0.02067427986586806,-1.0,-0.02067427986586806,9940.703760332883,8.459951702415204,0.7516459996886837,-11.049604655692026
M_8507,2027-11-18 20:00:00+00:00,Team_20,Team_15,61,82,1.5837846163075713,3.2051565491190597,1.6884891021525499,2.8477796069203354,1,0.47382065407473783,67.4,0.5927930982825054,64.0,-0.11897244420776754,3.4000000000000057,543.8718023006828,0.0,0,0,0.5353796630072023,-0.15207392584526125,0.48918091596637003,away,0.48918091596637003,3.2051565491190597,2.8477796069203354,0.2218350058465434,0.02218350058465434,-1.0,-0.02218350058465434,9720.184152653663,12.549318821241261,0.6313989855081404,-9.601932250093814
M_8508,2027-11-19 00:00:00+00:00,Team_5,Team_8,77,100,3.1363718658067574,1.6011362090303773,2.9020072479554577,1.6699867420430317,0,0.547625987946958,73.2,0.7415328527051755,83.3,-0.1939068647582175,-10.099999999999994,544.0384689673496,0.0,0,0,0.4192953832361702,0.31506624344458656,-0.07021281134832347,home,0.31506624344458656,3.1363718658067574,2.9020072479554577,0.14747724798632292,0.014747724798632292,-1.0,-0.014747724798632292,9576.8335517783,8.075948742595873,0.31883974311278734,10.045564012338287
M_8509,2027-11-19 04:00:00+00:00,Team_6,Team_10,67,92,13.406895523121642,1.1510026328396374,10.43327787517234,1.179872686477818,0,0.22208595138584777,54.3,0.6469555611668878,84.7,-0.42486960978104005,-30.400000000000006,544.2051356340162,0.0,0,0,0.17897461282154029,1.399493935389538,-0.05499761772941014,home,1.399493935389538,13.406895523121642,10.43327787517234,0.11279968730142233,0.011279968730142233,-1.0,-0.011279968730142233,9468.807168780462,28.501279114069256,0.07458848308882483,10.438612973271546
M_8510,2027-11-19 08:00:00+00:00,Team_12,Team_4,64,53,2.122169016023631,2.117835413243689,2.1358879451127115,2.104346676718541,0,0.5696543180808208,65.6,0.4360511214210463,74.9,0.1336031966597745,-9.300000000000011,544.3718023006828,0.0,0,0,0.4923595376914607,0.04487015563253682,0.0750989482724227,away,0.0750989482724227,2.117835413243689,2.104346676718541,0.06718247371900989,0.006718247371900989,1.117835413243689,0.00750989482724227,9539.916914757443,0.6409940279508586,0.47121600233035577,2.1143535361104915
M_8511,2027-11-19 12:00:00+00:00,Team_20,Team_18,75,61,2.3247073532580336,1.948426873699655,2.3287302324288386,1.9456098572263045,0,0.5694896260611492,67.4,0.20831599055262875,71.5,0.36117363550852044,-4.099999999999994,544.5384689673496,0.0,0,0,0.48233676065367814,0.12129181423826574,0.008628967068790239,home,0.12129181423826574,2.3247073532580336,2.3287302324288386,0.09156121458823055,0.009156121458823056,-1.0,-0.009156121458823056,9452.568276778844,-0.17274990098827825,0.43016167114476533,5.217508950891281
M_8512,2027-11-19 16:00:00+00:00,Team_19,Team_20,70,78,1.6188655768301101,3.070501355930827,1.7221234706469426,2.7569644632928685,1,0.5242675594763961,73.7,0.4659460576863947,68.4,0.05832150179000145,5.299999999999997,544.7051356340162,0.0,0,0,0.5509575399681527,-0.10807380425055813,0.37878548239830145,away,0.37878548239830145,3.070501355930827,2.7569644632928685,0.18294384657768667,0.018294384657768666,-1.0,-0.018294384657768666,9279.63935671963,11.372540227213367,0.6177165135341832,-6.6758973566030555
M_8513,2027-11-19 20:00:00+00:00,Team_4,Team_13,71,70,2.483900991071662,1.8490998089371036,2.3862939858043415,1.9071726570625924,0,0.5385872811626743,73.5,0.49803001397564617,74.7,0.04055726718702812,-1.2000000000000028,544.8718023006828,0.0,0,0,0.4618068690116441,0.1470825396217239,-0.004827184318169642,home,0.1470825396217239,2.483900991071662,2.3862939858043415,0.09911883643631914,0.009911883643631915,-1.0,-0.009911883643631915,9187.660651160957,4.090317699661816,0.4025925363347743,5.921433267686976
M_8514,2027-11-20 00:00:00+00:00,Team_11,Team_4,59,64,3.0890993389266757,1.6137432191931749,2.6905641285154447,1.7490866666023048,1,0.6738985018996981,67.8,0.44066232095127894,74.3,0.2332361809484192,-6.5,545.0384689673496,0.0,0,0,0.4732952264521419,0.4620559711504628,-0.15003374317046736,home,0.4620559711504628,3.0890993389266757,2.6905641285154447,0.22117472469636368,0.02211747246963637,2.0890993389266757,0.04620559711504629,9612.181997638265,14.812328990319523,0.32371895179889404,14.957627465324785
M_8515,2027-11-20 04:00:00+00:00,Team_20,Team_7,66,54,1.2887959611854882,5.970925849294525,1.3529352892580941,4.89565941421977,1,0.38122859265250464,69.6,0.08344566575043866,55.3,0.297782926902066,14.299999999999997,545.2051356340162,0.0,0,0,0.7105530365859871,-0.0842421162398953,0.728266355848536,away,0.728266355848536,5.970925849294525,4.89565941421977,0.1465051738705561,0.01465051738705561,-1.0,-0.01465051738705561,9471.358558154323,21.963669121907703,0.7759180119405079,-6.53649753545208
M_8516,2027-11-20 08:00:00+00:00,Team_1,Team_6,80,62,1.3135231818598005,5.491941851460969,1.349052704328344,4.947180376363709,0,0.38463710747175756,68.5,0.1817066874975118,55.4,0.20293041997424577,13.100000000000001,545.3718023006828,0.0,0,0,0.6951245114033524,-0.0869378399927293,0.6743584553085404,away,0.6743584553085404,5.491941851460969,4.947180376363709,0.1501262655680217,0.01501262655680217,4.491941851460969,0.06743584553085405,10110.067630849351,11.011554737320317,0.7613112686630417,-6.6186757259689255
M_8517,2027-11-20 12:00:00+00:00,Team_7,Team_12,46,76,8.811709593625375,1.2049486705389472,6.71880324995617,1.2585578841265959,0,0.06827372652308616,55.7,0.46608080570248966,66.4,-0.3978070791794035,-10.700000000000003,545.5384689673496,0.0,0,0,0.23213007787427653,1.045462834173768,-0.0747561581877646,home,1.045462834173768,8.811709593625375,6.71880324995617,0.13383278290668943,0.013383278290668944,-1.0,-0.013383278290668944,9974.761782208208,31.149987070731065,0.11348535597716776,11.864472189710877
M_8518,2027-11-20 16:00:00+00:00,Team_9,Team_3,95,51,2.1346719869494777,2.1055283227298105,2.1348209181511284,2.1053834504196103,1,0.5833388975530646,70.9,0.40168036878764185,76.0,0.1816585287654227,-5.099999999999994,545.7051356340162,0.0,0,0,0.47570376786286356,0.01547150734317193,0.10392056626526447,away,0.10392056626526447,2.1055283227298105,2.1053834504196103,0.09400081764405642,0.009400081764405642,-1.0,-0.009400081764405642,9880.998205874983,0.006881041559014811,0.46845604669644614,0.724772116641742
M_8519,2027-11-20 20:00:00+00:00,Team_1,Team_19,61,80,2.8584613123720928,1.684756280421746,2.7126936286696437,1.73985982429451,0,0.3147030879314379,70.6,0.6107643668443241,72.6,-0.2960612789128862,-2.0,545.8718023006828,0.0,0,0,0.43704782889814653,0.24928431056156986,-0.05156279415909504,home,0.24928431056156986,2.8584613123720928,2.7126936286696437,0.13413478607385682,0.013413478607385683,-1.0,-0.013413478607385683,9748.459647820862,5.3735402391878795,0.34983856373069133,8.72092651674552
M_8520,2027-11-21 00:00:00+00:00,Team_20,Team_12,83,70,2.858743729252748,1.6846581887831111,2.7024975759013525,1.7440801572467484,1,0.4937324848975039,69.3,0.5631570228474917,68.1,-0.06942453794998782,1.2000000000000028,546.0384689673496,0.0,0,0,0.5286336596506083,0.5112281595981079,-0.20590883481367017,home,0.5112281595981079,2.858743729252748,2.7024975759013525,0.2750396149573733,0.02750396149573733,1.858743729252748,0.051122815959810795,10246.82835628805,5.781546475551735,0.3498040029846928,17.88296566659155
