match_id,date,team_a,team_b,team_a_kills,team_b_kills,odds_home,odds_away,closing_odds_home,closing_odds_away,target,tA_winrate,tA_kills,tB_winrate,tB_kills,form_diff,kills_diff,days_since_patch,rank_diff,games_a_7d,games_b_7d,hype_score_home,hype_score_away,hype_diff,steam_home,steam_away,steam_diff,rest_days_home,rest_days_away,rest_diff,height_home,height_away,weight_home,weight_away,reach_home,reach_away,age_home,age_away,height_diff,weight_diff,reach_diff,age_diff,bmi_home,bmi_away,bmi_diff,injury_severity_home,injury_severity_away,gym_tier_home,gym_tier_away,camp_investment_home,camp_investment_away,health_diff,gym_tier_diff,camp_investment_diff,p_model,ev_home,ev_away,bet_side,bet_ev,bet_odds,closing_odds,raw_kelly,stake_fraction,return_factor,strategy_return,bankroll,clv_pct,p_market_home,edge_home_pct
M_120,2023-12-07 00:00:00+00:00,Tottenham,West Ham,1,2,1.75,4.2,1.8,4.04,0,0.4873108222351769,1.9,0.5308250708056613,1.7,-0.043514248570484415,0.19999999999999996,30.0,0.0,0,0,0.5909469938234788,0.40763998028599535,0.18330701353748347,-0.02777777777777779,0.03960396039603964,-0.06738173817381743,11.0,12.0,-1.0,184.87427332384556,174.6524280503274,71.74620791545925,88.81147764072577,179.29560496185545,178.83801373856275,32.635101310161616,19.56902901815902,10.22184527351817,-17.065269725266518,0.4575912232926953,13.066072292002595,20.9916217344679,29.115204212603217,-8.123582478135319,0.0,0.0,3,2,9.930029016414867,5.625715434175256,0.0,1,4.304313582239611,0.6487119438844148,0.1352459017977259,0.4754098356854579,away,0.4754098356854579,4.2,4.04,0.14856557365170558,0.01485655736517056,3.2,0.047540983568545796,10475.40983568546,3.960396039603964,0.5714285714285714,7.728337245584338
M_474,2023-12-08 00:00:00+00:00,Coventry,Birmingham,2,0,1.7,4.75,1.75,5.01,1,0.44827737659442757,1.3,0.31530798231131557,1.4,0.132969394283112,-0.09999999999999987,30.0,0.0,0,0,0.1862407374820374,0.14143265381088943,0.04480808367114797,-0.02857142857142858,-0.05189620758483027,0.023324779013401686,6.0,9.0,-3.0,176.12164087435542,187.42895349253592,87.95569813356202,90.81715114772106,182.313732267383,182.69731036844715,30.248087654931766,21.148051213772895,-11.307312618180504,-2.8614530141590393,-0.3835781010641597,9.10003644115887,28.355579940575062,25.85202181501725,2.503558125557813,0.0,0.0,5,1,3.3600185054834277,7.166100831818154,0.0,4,-3.8060823263347263,0.656115255150131,0.11539593375522261,0.6334525380368776,away,0.6334525380368776,4.75,5.01,0.16892067680983403,0.016892067680983402,-1.0,-0.016892067680983402,10298.45850375502,-5.189620758483027,0.5882352941176471,6.787996103248394
M_121,2023-12-09 00:00:00+00:00,Crystal Palace,Liverpool,1,2,6.0,1.5,6.3,1.51,0,0.2743275313651234,1.1,0.9198381916588549,2.6,-0.6455106602937315,-1.5,30.0,0.0,0,0,0.2738869173173737,-0.5523576195597864,0.82624453687716,-0.04761904761904756,-0.0066225165562914245,-0.040996531062756136,3.0,3.0,0.0,174.86173338419079,182.3628666394599,70.53943102446637,80.12623005534641,172.68886067158485,177.06317583630357,33.16769360329755,22.719666592771937,-7.50113325526911,-9.586799030880044,-4.374315164718723,10.448027010525614,23.069723742888197,24.09361069641622,-1.0238869535280237,0.2,0.2,4,1,4.202077670727282,8.84543571193193,0.0,3,-4.643358041204649,0.2951385949889493,0.7708315699336956,0.057292107516575985,home,0.7708315699336956,6.0,6.3,0.15416631398673913,0.015416631398673913,-1.0,-0.015416631398673913,10139.690965028092,-4.761904761904756,0.16666666666666666,12.847192832228263
M_476,2023-12-09 00:00:00+00:00,Sunderland,West Brom,2,1,2.25,3.2,2.28,3.33,1,0.4065097452053309,1.3,0.6033798991295943,1.8,-0.19687015392426344,-0.5,30.0,0.0,0,0,-0.7388828225009274,0.5346276700130785,-1.273510492514006,-0.013157894736842035,-0.03903903903903905,0.025881144302197012,10.0,7.0,3.0,172.1393023928815,165.8630049317967,79.62191050542539,72.84242102254899,180.63192860923493,167.73517297753992,29.223883982619707,31.117899769603483,6.276297461084795,6.7794894828764,12.896755631695015,-1.8940157869837755,26.870300102382508,26.47800826206216,0.3922918403203468,0.0,0.0,5,1,8.893210597446839,2.848920684802796,0.0,4,6.044289912644043,0.5194504418494568,0.16876349416127767,0.5377585860817384,away,0.5377585860817384,3.2,3.33,0.24443572094624472,0.02444357209462447,-1.0,-0.02444357209462447,9891.840697907215,-3.9039039039039047,0.4444444444444444,7.500599740501235
M_124,2023-12-09 00:00:00+00:00,Aston Villa,Arsenal,1,0,3.3,2.1,3.43,2.12,1,0.8337816320003135,2.3,0.8858439165657309,2.4,-0.052062284565417394,-0.10000000000000009,30.0,0.0,0,0,0.5780504384341385,-0.6828759114712601,1.2609263499053986,-0.03790087463556857,-0.009433962264150941,-0.02846691237141763,3.0,4.0,-1.0,176.84346160071277,183.67480489014065,79.98516790791854,85.11572872315976,177.0598068306519,181.78858401732532,23.41125772055671,31.038852832752085,-6.831343289427878,-5.130560815241225,-4.728777186673426,-7.627595112195376,25.575930676292835,25.229616398015537,0.34631427827729766,0.0,0.0,5,3,5.761831024498315,9.663378900842522,0.0,2,-3.901547876344207,0.5427279263892508,0.7910021570845276,-0.03972864541742671,home,0.7910021570845276,3.3,3.43,0.34391398134109896,0.0343913981341099,2.3,0.07910021570845277,10674.28743086533,-3.790087463556857,0.30303030303030304,23.969762335894778
M_122,2023-12-09 00:00:00+00:00,Man United,Bournemouth,0,3,1.55,5.75,1.55,5.52,0,0.6800215395987949,1.2,0.5651431638844027,1.2,0.11487837571439219,0.0,30.0,0.0,0,0,0.07486371262522629,-0.43876785450719824,0.5136315671324245,0.0,0.04166666666666674,-0.04166666666666674,3.0,3.0,0.0,170.62273857727087,188.7560177949842,86.53271675309195,68.56177066745539,166.8932008482596,190.07883579347654,29.541454559962563,27.581134435327137,-18.133279217713323,17.970946085636555,-23.185634945216947,1.9603201246354267,29.723950012724796,19.243338184746722,10.480611827978073,0.0,0.8,3,2,4.447789627151003,4.897598743151378,0.8,1,-0.44980911600037476,0.5635238126235806,-0.12653809043345,1.5097380774144114,away,1.5097380774144114,5.75,5.52,0.3178395952451392,0.031783959524513926,4.75,0.15097380774144115,12285.825249229674,4.166666666666674,0.6451612903225806,-8.163747769899999
M_475,2023-12-09 00:00:00+00:00,Blackburn,Leeds,0,2,4.0,1.75,4.33,1.77,0,0.5289990931780488,1.9,0.8362637704213058,2.0,-0.307264677243257,-0.10000000000000009,30.0,0.0,0,0,-0.7740597204321236,0.7029837969068096,-1.4770435173389331,-0.07621247113163976,-0.011299435028248594,-0.06491303610339116,7.0,7.0,0.0,163.0585968561035,169.41710417394955,91.81777910878765,88.45822586749729,166.00921533168992,164.92174576759945,25.3270226910775,25.09291875566864,-6.358507317846062,3.3595532412903566,1.087469564090469,0.2341039354088572,34.53340342437639,30.819367149309922,3.7140362750664657,0.0,0.5,1,5,6.917426660301174,1.4297634692443904,0.5,-4,5.487663191056783,0.40753550653229653,0.6301420261291861,0.036812863568481013,home,0.6301420261291861,4.0,4.33,0.21004734204306205,0.021004734204306208,-1.0,-0.021004734204306208,12027.76475538905,-7.621247113163976,0.25,15.753550653229652
M_123,2023-12-09 00:00:00+00:00,Sheffield United,Brentford,1,0,4.2,1.75,4.47,1.81,1,0.15352920107575013,0.6,0.455207921630812,1.4,-0.30167872055506184,-0.7999999999999999,30.0,0.0,0,0,-0.6255787433007078,0.18506610837156212,-0.81064485167227,-0.0604026845637583,-0.03314917127071826,-0.027253513293040044,3.0,3.0,0.0,172.09262603567555,185.34468831895904,99.82870842264684,87.94268302297976,179.53791638186306,191.86680142203554,27.035816758143756,31.24097275639012,-13.252062283283493,11.886025399667076,-12.32888504017248,-4.205155998246365,33.70784039006726,25.599968006420934,8.107872383646328,0.0,0.0,5,5,4.344952279730217,3.9441386976522512,0.0,0,0.4008135820779657,0.5245983725676951,1.2033131647843196,-0.16804715199346654,home,1.2033131647843196,4.2,4.47,0.37603536399509985,0.03760353639950999,3.2,0.12033131647843197,13475.081522697898,-6.040268456375831,0.23809523809523808,28.650313447245708
M_478,2023-12-09 00:00:00+00:00,Leicester,Plymouth,4,0,1.29,10.0,1.28,9.88,1,0.7471673391763984,1.9,0.4603473581494737,1.8,0.28681998102692474,0.09999999999999987,30.0,0.0,0,0,-0.10271781886067344,-0.3917040347415366,0.28898621588086315,0.0078125,0.012145748987854255,-0.004333248987854255,7.0,7.0,0.0,173.8987444153937,181.6548002999322,85.9766430503087,93.02019463797774,173.00099759113562,188.13581041093306,32.33445815336462,23.52987320602992,-7.756055884538483,-7.043551587669043,-15.134812819797446,8.804584947334703,28.430702538948996,28.189247738795494,0.24145480015350174,0.5,0.0,1,4,6.8691515317710605,2.16275832458751,-0.5,-3,4.706393207183551,0.7017472334972618,-0.09474606878853231,1.9825276650273826,away,1.9825276650273826,10.0,9.88,0.22028085166970918,0.02202808516697092,-1.0,-0.02202808516697092,13178.251279284032,1.2145748987854255,0.7751937984496123,-7.344656495235058
M_479,2023-12-09 00:00:00+00:00,Middlesbrough,Ipswich,0,2,2.3,2.9,2.38,2.91,0,0.5241516509707095,2.1,0.8561228980522686,2.4,-0.3319712470815591,-0.2999999999999998,30.0,0.0,0,0,0.5732543178854768,0.1962609855847639,0.37699333230071286,-0.03361344537815125,-0.003436426116838587,-0.030177019261312665,7.0,7.0,0.0,177.9173765070323,186.29114185487407,88.79540343196498,97.20070803983805,178.49819037961723,188.73245813637843,28.311997608396496,24.525547977804695,-8.373765347841783,-8.405304607873063,-10.234267756761199,3.7864496305918003,28.05134907779781,28.008188400994825,0.043160676802983744,0.2,0.0,1,1,8.573105078175985,1.8997895157382416,-0.2,0,6.673315562437743,0.40207154580642424,-0.07523544464522436,0.7339925171613697,away,0.7339925171613697,2.9,2.91,0.386311851137563,0.0386311851137563,1.9,0.07339925171613697,14145.525062110706,-0.3436426116838587,0.4347826086956522,-3.271106288922798
